7.00,-15.51,727.65,585.41,-459.61,-195.70,696.12,358.99,-96.44,-168.24,-472.41,-21.84,-496.52,173.07,352.37,180.18,238.30,-45.40,39.90,-120.77,-273.64,305.52,46.44,26.84,-54.93,19.97,-82.31,-146.03,-102.81,21.33,-97.11,211.06,127.94,-140.25,175.51,-27.40,-114.45,66.36,163.74,-13.11,-98.47,-22.97,-44.91,-41.69,-35.25,-4.01,127.03,-190.92,80.84,28.14,39.63,-7.07,157.39,-79.88,-28.84,-123.12,-136.91,-53.47,-39.39,-14.23,-39.24,137.87,72.18,-100.96,73.64,-4.97,26.22,90.40,13.44,32.51,-27.50,-57.88,5.93,-45.75,-6.45,56.83,-67.23,34.38,20.25,44.41,36.89,-76.75,93.01,-10.45,9.36,157.30,-34.61,-26.62,57.63,-9.66,-51.40,-57.52,15.25,1.41,43.39,-21.93,-7.91,27.62,-7.12,-17.89,0.27
3.00,796.56,-629.54,-807.61,-898.94,534.94,196.57,17.94,426.80,314.19,-653.32,199.29,-45.37,47.62,-186.03,175.08,102.67,-477.40,-235.19,96.05,-125.08,28.08,-147.22,11.52,-125.85,-107.08,-18.84,-63.10,225.95,-96.37,109.55,337.24,-142.44,93.70,207.20,-149.25,147.62,302.31,150.70,-91.19,-103.47,-126.36,66.36,104.73,-117.18,-23.02,-50.94,77.42,-47.40,193.09,-27.94,-151.40,-5.33,-16.57,92.28,-45.07,-51.98,113.74,129.95,19.21,18.08,-164.10,54.39,-34.26,-134.45,77.70,109.53,67.02,7.62,-0.48,-54.67,40.33,40.75,-109.15,-4.22,-16.69,-13.72,28.57,-66.18,11.63,16.29,-64.31,-17.67,9.61,55.70,-33.02,128.87,-72.52,-20.42,-2.88,10.31,89.71,-69.02,-107.63,-75.86,-84.64,-48.92,-95.15,29.14,3.24,50.15
5.00,489.20,-341.46,-817.96,-148.76,57.81,-252.14,-335.62,-306.24,-250.03,-71.23,-36.12,-370.83,-120.52,363.96,288.64,317.03,-117.89,-135.42,-388.27,184.71,2.71,225.74,-191.97,-135.98,-333.87,91.01,-58.45,58.27,-295.92,148.82,-91.62,18.37,-78.34,67.98,-110.97,162.28,52.46,274.37,38.05,66.58,-0.75,-125.71,99.58,-227.86,-45.80,-124.91,172.06,-44.97,-113.20,127.54,-44.26,77.51,-106.58,-49.81,-17.63,-23.37,-25.45,-219.12,34.87,-85.22,144.57,-100.18,80.05,97.38,-119.62,-80.27,-52.95,-116.96,121.09,33.56,149.14,-50.36,52.80,-47.45,-10.30,15.50,23.73,100.43,12.56,62.94,100.81,-67.87,51.67,129.98,-118.13,-51.70,-51.24,65.47,-31.94,104.12,-90.84,-108.19,-62.41,45.82,33.23,39.13,-69.20,6.13,-124.72,151.08
9.00,386.88,426.75,-346.96,116.20,298.94,-13.92,-33.72,41.69,-542.63,62.90,-122.79,-40.44,-256.20,204.23,-661.58,347.56,-10.95,35.63,49.34,-264.56,119.02,152.02,6.55,-52.47,69.74,-160.56,-201.58,66.37,254.22,425.03,-239.08,-37.77,-82.17,57.52,-127.30,-159.48,94.46,-10.22,23.86,22.24,106.87,187.34,-73.61,228.93,150.06,-4.20,68.42,144.90,-73.21,37.81,86.93,48.26,-122.86,-87.05,13.98,-61.78,95.60,64.80,-102.40,-33.77,-144.92,-50.85,-153.26,172.45,-24.60,60.45,45.15,16.63,135.20,88.98,10.94,-27.41,-113.54,-4.54,-6.84,1.10,58.94,38.97,45.28,-40.69,14.00,37.24,13.93,87.23,-93.39,-34.29,85.94,19.72,-57.24,4.07,-2.11,7.46,-142.76,25.91,-98.91,103.65,-16.32,-83.40,118.00,48.31
1.00,-955.01,-503.17,107.10,168.37,-404.00,203.63,83.06,-111.87,186.22,-101.48,-74.60,-104.97,-312.46,323.87,-352.24,96.54,-52.43,-96.69,-50.52,30.43,-7.01,11.52,29.47,15.29,37.20,74.30,251.11,-77.30,-17.43,-220.85,-39.41,-18.95,78.82,-68.30,-106.00,-142.42,103.92,-61.07,21.80,-75.77,-50.61,10.32,83.80,-35.72,59.26,-43.44,149.22,56.05,175.21,-42.16,-51.32,-3.57,65.22,-1.74,8.93,-76.37,-37.76,-63.28,-55.07,-20.26,-92.75,37.86,-48.12,-10.64,-51.57,-42.44,47.32,49.10,74.60,-89.54,102.16,-59.25,-0.19,16.79,-8.95,-45.19,-57.29,64.85,-31.72,-26.07,6.69,-37.70,25.56,26.91,20.66,-75.05,-31.44,4.93,-9.58,-6.46,-21.21,-65.48,31.26,34.09,-2.81,78.29,56.63,79.68,-4.77,20.50
0.00,1469.95,-369.60,-461.69,-198.39,-956.69,777.26,33.72,-597.55,-223.57,207.99,51.26,239.53,-42.37,85.21,73.50,-65.01,138.52,-255.87,50.12,-115.38,-194.73,-58.08,-74.11,-121.87,228.58,-427.79,29.63,-309.81,91.31,32.48,80.03,-55.63,-64.95,135.69,-161.94,-22.38,52.08,-45.74,-62.79,274.80,73.77,-75.62,-97.08,-75.50,-18.38,-59.51,221.48,-10.19,-131.38,106.62,56.95,-64.61,52.84,132.90,-77.77,-138.05,51.18,-39.32,-51.84,39.84,-92.89,-10.63,36.24,-82.85,-41.47,-90.80,-67.28,-17.96,-153.62,-110.48,-108.63,19.72,131.42,32.14,-147.26,-93.25,32.37,21.64,50.43,24.89,-40.60,74.54,44.31,25.69,-20.08,78.85,33.67,-23.27,-63.66,-54.01,35.99,-70.47,12.24,-30.85,71.64,36.73,10.31,-16.65,34.33,-5.47
1.00,-959.19,-693.09,174.78,-41.11,-162.42,318.65,-28.97,-99.94,568.90,-55.56,-76.59,-192.22,-91.80,295.30,-400.68,143.57,0.57,112.31,-81.70,-4.27,-6.28,-43.83,-26.59,-19.68,44.76,-158.66,-26.84,-137.16,74.88,-165.08,-147.00,-100.89,-22.04,-47.01,38.88,-61.90,62.98,22.71,15.56,-81.89,-97.84,34.45,54.45,30.04,124.21,21.64,-2.70,-83.72,-33.74,9.59,6.70,-10.87,56.91,-38.63,38.10,-11.96,50.62,-47.77,-47.21,0.60,-10.98,-1.13,40.50,-24.67,-7.75,-13.81,-44.72,-26.10,-101.24,-17.14,43.43,52.71,-10.55,15.20,-5.58,4.10,39.13,-5.67,-28.80,-34.07,-4.57,-19.79,-33.77,-8.85,15.05,20.02,17.30,-50.94,-23.65,-7.10,38.32,-1.82,-0.95,-54.39,-3.62,19.12,-35.11,-21.23,-41.10,53.45
0.00,23.90,-162.95,67.11,-304.13,134.39,-547.93,-55.09,543.23,-202.39,88.70,58.65,-368.72,17.72,-306.18,-356.77,-121.42,472.83,-72.26,-125.09,3.53,-14.58,-3.10,-254.94,205.63,194.33,-184.75,47.15,27.82,326.30,372.94,-19.30,-219.49,-96.20,75.44,57.82,-25.94,-178.88,18.56,1.81,-33.25,-39.44,-146.47,29.89,95.65,94.31,-35.85,-28.95,231.37,-115.37,48.92,-146.40,9.37,-92.24,127.84,47.63,-106.43,64.65,-88.97,-31.81,-77.66,12.25,87.43,62.75,147.15,-61.46,20.65,-3.41,-17.03,47.84,-90.56,11.99,-45.70,-6.43,177.78,4.61,-88.54,-136.35,-95.68,-99.36,18.73,-57.02,-41.43,-74.53,79.71,23.71,-80.68,-39.45,-69.82,-24.30,-22.38,9.92,-12.83,34.15,38.48,-134.02,-6.22,6.82,19.60,0.63,3.44
7.00,-426.88,644.82,-6.13,-365.77,-19.11,244.02,771.24,453.09,-305.57,-228.92,50.88,-93.42,-229.50,109.27,62.52,-79.69,95.45,164.68,156.68,62.55,99.07,191.05,-179.02,144.00,68.33,98.41,77.61,36.96,191.44,-136.92,-114.14,-266.49,-112.15,-153.79,76.53,180.23,-153.78,1.34,-54.39,-55.65,-143.52,-128.17,104.66,21.96,1.56,7.38,53.89,6.56,52.81,42.42,-147.48,-163.78,85.10,68.71,8.38,-70.36,-108.37,-80.67,42.76,112.06,-109.76,-53.71,64.98,39.68,109.66,-12.81,14.93,-42.40,-36.85,-23.35,-13.63,26.39,-96.49,41.05,9.19,75.19,-14.09,-127.21,15.91,-60.58,1.10,12.21,58.03,-26.68,-37.55,1.19,85.47,-3.22,5.57,88.94,25.79,-34.05,-22.25,-28.18,-24.80,-19.26,-5.01,-1.76,98.41,82.46
1.00,-802.73,-652.14,210.05,153.91,-27.97,606.95,-479.20,-8.97,347.78,73.51,-477.46,-143.63,225.26,122.66,-194.25,39.60,65.27,144.07,48.23,154.65,-54.14,-44.41,88.20,-167.44,144.69,4.33,-232.73,186.34,42.79,-123.89,-57.30,-95.67,-134.15,-53.54,65.83,92.12,-58.59,31.09,-0.02,127.55,14.69,16.33,-1.09,-99.17,32.02,187.27,-64.14,-43.72,-161.96,-60.91,11.04,-28.04,-28.77,-18.34,-6.71,-4.71,-22.57,20.68,52.81,-46.31,9.07,39.95,-30.22,-1.29,23.64,16.66,-30.57,17.49,6.42,152.28,-75.27,4.30,-28.30,5.10,13.29,75.58,-18.72,-17.42,12.56,42.04,5.32,-15.68,61.85,24.38,-53.32,-32.99,3.04,6.40,1.28,26.57,8.48,-27.53,-1.01,46.10,-12.57,-46.56,-19.23,-45.79,58.05,-46.91
7.00,-551.71,697.51,21.18,-673.42,85.69,462.22,929.74,150.10,172.76,-93.96,-166.42,28.59,-15.54,-18.58,-65.10,-90.04,59.19,-157.51,320.02,217.57,-182.73,165.76,-33.43,-110.76,-67.50,175.14,90.86,-105.36,-91.15,-127.08,-56.19,-76.84,216.03,-138.49,60.94,-71.81,-6.43,-36.09,23.82,7.60,38.09,182.54,-78.63,94.86,24.89,-40.81,18.28,6.43,-142.93,6.16,31.79,-44.48,64.54,-114.45,-38.42,60.50,13.40,99.51,-8.21,2.34,-121.25,86.52,-71.20,-86.99,-112.16,22.16,-80.34,-24.48,104.70,87.06,68.81,37.04,102.73,36.14,-65.28,-113.39,-13.08,168.39,-13.64,-58.31,91.98,-76.95,23.36,-10.68,-53.50,-73.01,-135.13,54.44,-65.38,59.23,-2.21,-39.13,24.02,-26.17,-11.55,-15.27,-30.00,52.34,-1.52,-65.40
8.00,-287.31,-133.86,-604.79,36.43,137.55,-394.04,385.18,-302.89,339.98,180.52,701.72,-248.29,220.86,-50.62,337.41,395.31,-113.75,-171.20,70.96,-147.54,-127.39,54.42,108.05,119.38,30.78,-55.64,36.22,206.31,-239.49,28.19,-374.47,-110.94,180.41,83.21,-269.37,211.06,-139.94,234.40,-93.28,-86.78,-4.61,-27.24,-7.24,17.07,-113.49,-38.16,-334.00,-12.78,75.96,-37.17,223.19,92.43,114.72,40.07,-76.39,-210.01,-201.44,-131.56,156.26,-35.91,-15.40,-1.75,-19.19,-118.51,-36.90,-62.25,18.37,-120.40,-41.43,-68.98,115.05,224.63,78.07,-54.55,198.58,23.85,217.77,-66.64,-114.28,-160.65,76.54,-10.29,-52.50,37.01,-43.49,42.40,-82.30,-41.34,64.69,-0.75,30.04,52.54,-20.42,4.47,-0.36,-77.64,51.51,-30.74,205.40,-92.30
1.00,-874.78,-503.60,42.11,168.83,-505.49,-198.54,144.29,-257.40,54.14,-50.50,296.82,-126.07,11.01,112.11,-321.75,-52.48,33.30,-149.51,-131.18,-212.11,-40.54,118.10,42.08,108.19,-70.69,-82.19,-0.13,95.05,84.93,116.12,-66.67,-258.59,144.18,-47.97,-36.99,-126.02,-126.55,-94.18,-119.99,30.97,61.04,112.76,14.03,137.25,-37.60,-5.77,-132.69,-22.51,-51.34,-18.44,-11.99,67.52,36.74,65.11,165.51,106.08,-132.55,40.73,93.44,83.76,1.82,95.89,-22.48,-29.88,103.13,-17.39,17.21,-38.12,-67.64,-0.51,1.80,70.38,7.25,-0.51,13.06,-58.87,17.44,8.32,66.85,167.20,79.07,15.20,10.73,30.09,28.90,42.21,-44.38,84.97,-54.93,0.79,27.11,25.05,-14.48,-34.25,56.47,-34.45,-6.90,-28.39,-40.90,33.32
4.00,-252.46,856.99,48.27,105.63,51.03,148.48,-576.82,-246.95,-194.35,-120.23,-116.21,587.32,-154.40,-110.81,-60.02,4.77,144.99,-161.91,94.74,44.37,-52.35,170.00,47.69,-37.00,-103.55,17.97,-207.84,58.91,18.22,141.73,40.38,-200.47,-54.47,47.13,140.53,207.23,70.79,-17.48,48.20,-30.56,131.97,32.16,-3.67,54.27,-71.03,-161.64,-166.37,66.68,-45.09,-6.33,160.48,21.68,12.46,60.74,-55.00,125.24,-119.14,-37.80,-24.91,-69.40,-86.54,8.43,-24.32,58.02,11.26,-17.52,68.86,-109.42,-2.05,95.92,-142.73,29.66,10.19,-43.83,-47.95,61.36,-56.74,113.08,-24.89,-35.50,-3.66,-54.94,6.07,-53.60,132.64,-61.87,-32.01,-36.06,-36.07,-9.91,-60.53,1.97,46.29,28.78,17.48,33.46,47.96,-58.85,34.41,-66.63
9.00,-334.06,206.89,668.17,-349.24,350.60,250.67,-305.44,-267.64,206.47,-450.18,157.69,-372.75,231.05,95.78,367.48,-4.13,93.90,-239.24,-165.35,-222.59,321.89,-401.82,192.79,-143.99,-31.68,29.35,-71.77,-173.03,-131.87,5.87,30.69,-113.93,-59.40,22.40,-75.39,-137.97,124.01,181.65,236.45,97.17,274.33,-84.54,-84.70,118.74,-225.99,69.99,-140.18,-40.99,169.82,-123.08,76.13,97.20,27.33,-117.05,47.37,-84.14,175.06,40.67,89.87,105.99,-1.16,131.45,-24.30,50.15,57.76,39.69,102.22,10.68,131.72,-111.17,31.29,5.48,-77.16,-70.38,-119.72,-56.49,36.34,-40.54,17.60,38.72,49.69,-21.07,-83.10,-10.70,-78.91,-15.34,16.61,62.54,-119.53,-60.13,-26.50,28.79,35.58,71.85,43.48,78.61,72.45,12.95,11.27,92.98
1.00,-892.05,-437.09,90.30,105.58,-479.43,-287.34,371.97,-217.42,-44.72,42.64,256.66,158.14,-87.35,92.27,-373.60,-120.49,-26.53,-259.31,7.88,-99.10,9.77,63.49,153.19,130.51,-139.26,14.82,33.67,37.37,4.84,124.24,49.67,-59.48,165.74,-45.22,-166.70,-133.75,25.14,-30.86,-50.97,12.67,67.89,-11.46,6.01,124.75,-132.11,-44.03,-44.45,36.17,-14.51,81.43,-55.22,20.57,23.98,50.71,71.20,-75.91,-107.01,60.44,67.88,4.33,-66.04,37.52,-14.44,21.69,-0.56,-0.99,69.75,-0.06,9.21,9.67,-100.86,56.27,-10.78,54.42,84.81,-0.83,-1.75,-3.89,-32.71,90.91,52.40,-6.03,-25.45,-22.08,13.92,-1.85,-69.80,24.80,-59.29,14.14,45.87,-8.67,8.22,47.27,-39.53,-43.66,-9.73,-23.37,14.78,-9.45
9.00,-808.29,-100.08,155.23,-456.28,5.72,-259.74,-30.38,-154.20,506.70,-149.29,202.38,179.32,-264.49,-335.06,-79.87,-105.55,207.37,92.80,107.56,-61.23,-295.71,-4.81,37.15,-45.61,-153.01,-63.00,163.24,-197.01,-64.66,59.83,-188.44,188.04,97.68,75.94,-43.83,88.57,-16.91,-8.98,86.77,182.31,35.99,-41.44,-136.66,-42.19,-50.81,-58.28,153.61,43.54,123.02,-23.77,85.61,7.85,-51.78,-20.87,-73.33,37.03,124.97,124.47,2.28,42.33,-47.55,85.92,-22.12,96.86,-146.58,56.20,71.88,112.66,151.29,1.15,27.78,31.80,-32.69,26.78,23.29,45.22,-35.51,37.45,18.44,-59.61,22.34,49.67,-70.43,68.40,-130.06,-40.83,40.35,16.35,-76.43,-52.12,33.42,-14.67,-22.35,33.35,-54.79,72.44,71.70,-29.38,-13.73,-24.72
4.00,-507.18,452.79,-361.89,245.84,347.02,130.98,-62.64,158.52,232.40,317.39,-274.80,29.94,-282.72,85.57,87.88,292.83,-365.48,-74.94,-23.08,190.80,452.71,-83.80,-64.18,320.98,48.42,-41.80,372.35,-186.42,-0.73,10.09,66.70,11.17,101.80,264.75,-27.21,-185.17,57.39,-163.45,-57.31,134.06,-118.30,-208.69,-2.96,77.40,-164.97,-9.58,91.05,25.29,-109.07,-9.35,126.35,-51.78,8.61,8.98,-0.81,-102.59,-92.05,172.49,98.73,107.09,-45.22,-11.02,48.70,26.78,154.84,92.03,136.87,-52.93,73.95,-30.70,85.72,-47.31,-92.76,35.01,-82.40,28.60,25.34,0.71,9.22,-174.82,-70.24,-46.26,-20.43,42.63,10.18,61.37,39.18,72.63,-17.04,44.36,13.39,-103.63,12.78,69.05,-39.56,-72.98,84.54,-59.07,-11.74,-85.97
9.00,-201.51,736.51,-383.21,-194.35,226.72,-87.53,-214.90,-153.07,-173.84,271.13,-218.38,296.24,-211.57,-47.88,74.56,-243.43,202.87,34.15,-393.09,-176.32,274.53,-62.18,194.00,26.45,31.09,-109.69,-48.38,105.96,70.76,164.49,140.41,-233.99,-10.24,164.39,107.89,-26.50,80.99,44.69,30.10,-191.37,93.42,54.03,135.37,-26.69,61.83,-107.09,-56.01,-114.71,-97.79,60.07,101.68,79.52,68.76,110.05,13.56,4.39,-97.53,-99.87,-86.77,-140.21,-75.47,6.98,-103.65,-15.15,-87.48,109.17,139.67,3.03,-129.44,7.86,83.03,135.68,75.18,75.66,1.73,111.55,24.85,10.63,89.32,-51.55,89.17,-36.99,5.94,-52.92,39.08,-4.63,-90.01,-36.33,102.08,44.14,-82.32,-75.21,1.85,46.44,-83.08,57.23,24.73,-31.33,3.92,24.38
2.00,461.38,-257.03,312.77,907.05,680.50,324.55,359.95,-139.58,-474.12,399.92,-440.02,-138.90,-118.67,-201.41,464.28,14.18,-175.44,194.99,184.16,138.53,-144.82,368.18,-122.63,-22.12,18.33,-211.35,-121.41,-410.56,-278.86,86.32,-13.61,-159.40,121.12,-186.16,139.15,-122.42,74.65,52.35,217.09,19.71,-54.31,131.28,17.90,-51.04,182.94,-96.58,115.46,187.54,182.73,95.05,-46.63,198.74,-262.31,60.16,-0.42,6.30,-126.88,213.64,72.91,3.42,187.21,112.06,80.71,38.92,162.67,-48.83,12.21,-200.72,-142.14,-87.46,66.22,73.80,-138.56,-76.20,70.05,-100.07,-48.65,110.06,11.17,-26.11,122.58,-96.46,107.11,-20.20,48.01,77.17,-10.18,28.21,59.81,23.01,-24.67,109.39,25.94,35.14,-62.40,115.34,-19.17,73.35,-8.85,79.94
